kdkab	namakab	kdkec	namakec	kdkel	desakel	laki	perempuan	blm_kwn	kwn	cr_hdp	cr_mati	jml_duk
7303	BANTAENG	730304	TOMPOBULU	7303042010	BONTO TAPPALANG	672	684	670	614	13	59	1356
7303	BANTAENG	730304	TOMPOBULU	7303042011	BALUMBUNG	1124	1171	1033	1154	7	101	2295
7303	BANTAENG	730305	PAJUKUKANG	7303052002	BIANGKEKE	1601	1589	1566	1510	21	93	3190
7303	BANTAENG	730305	PAJUKUKANG	7303052003	PA_JUKUKANG	2530	2562	2471	2474	21	126	5092
7303	BANTAENG	730305	PAJUKUKANG	7303052004	BIANGLOE	1238	1321	1203	1243	15	98	2559
7303	BANTAENG	730305	PAJUKUKANG	7303052005	BORONGLOE	2317	2331	2149	2309	26	164	4648
7303	BANTAENG	730305	PAJUKUKANG	7303052006	BARUGA	2822	2896	2695	2822	16	185	5718
7303	BANTAENG	730305	PAJUKUKANG	7303052010	NIPA-NIPA	2069	2152	2109	1949	32	131	4221
7303	BANTAENG	730305	PAJUKUKANG	7303052012	PAPANLOE	1566	1565	1402	1598	15	116	3131
7303	BANTAENG	730305	PAJUKUKANG	7303052013	RAPPOA	923	970	973	812	11	97	1893
7303	BANTAENG	730305	PAJUKUKANG	7303052014		1632	1652	1613	1519	23	129	3284
7303	BANTAENG	730305	PAJUKUKANG	7303052015		574	626	564	580	13	43	1200
7303	BANTAENG	730306	ULUERE	7303062001	BONTO MARANNU	753	786	779	713	3	44	1539
7303	BANTAENG	730306	ULUERE	7303062002	BONTO TANGNGA	583	562	523	573	5	44	1145
7303	BANTAENG	730306	ULUERE	7303062006	BONTO TALLASA	1339	1323	1205	1322	29	106	2662
7303	BANTAENG	730306	ULUERE	7303062007	BONTO RANNU	675	653	643	625	3	57	1328
7303	BANTAENG	730306	ULUERE	7303062010	BONTO DAENG	1042	1098	978	1071	4	87	2140
7303	BANTAENG	730306	ULUERE	7303062011	BONTO LOJONG	1646	1567	1493	1637	11	72	3213
7303	BANTAENG	730307	GANTARANG KEKE	7303071001	GANTARANG KEKE	1855	1833	1784	1754	27	123	3688
7303	BANTAENG	730307	GANTARANG KEKE	7303071002	TANAH LOE	1386	1481	1394	1357	16	100	2867
7303	BANTAENG	730307	GANTARANG KEKE	7303072003	LAYOA	1919	1881	1768	1850	34	148	3800
7303	BANTAENG	730307	GANTARANG KEKE	7303072004	BAJIMINASA	1854	1892	1576	2009	24	137	3746
7303	BANTAENG	730307	GANTARANG KEKE	7303072005	TOMBOLO	1698	1675	1602	1629	17	125	3373
7303	BANTAENG	730307	GANTARANG KEKE	7303072006	KALOLING	1874	1985	1621	2072	15	151	3859
7303	BANTAENG	730308	SINOA	7303082001	BONTO TIRO	1323	1361	1262	1288	11	123	2684
7303	BANTAENG	730308	SINOA	7303082002	BONTO KARAENG	877	920	780	946	8	63	1797
7303	BANTAENG	730308	SINOA	7303082003	BONTO MACCINI	995	981	860	1046	7	63	1976
7303	BANTAENG	730308	SINOA	7303082004	BONTO MATE'NE	1745	1781	1644	1758	5	119	3526
7303	BANTAENG	730308	SINOA	7303082005	BONTO MAJANNANG	801	847	736	841	5	66	1648
7303	BANTAENG	730308	SINOA	7303082006	BONTO BULAENG	1253	1233	1232	1152	20	82	2486
7304	JENEPONTO	730401	BANGKALA	7304011001	BENTENG	1642	1268	1763	932	15	200	2910
7304	JENEPONTO	730401	BANGKALA	7304011002	PALLENGU	2091	1511	2146	1227	40	189	3602
7304	JENEPONTO	730401	BANGKALA	7304011003	PANTAI BAHARI	1531	1179	1522	1007	24	157	2710
7304	JENEPONTO	730401	BANGKALA	7304012004	PALLANTIKANG	2236	1504	2167	1349	48	176	3740
7304	JENEPONTO	730401	BANGKALA	7304012005	BONTORANNU	2336	1492	2276	1310	37	205	3828
7304	JENEPONTO	730401	BANGKALA	7304012006	KALIMPORO	1810	1165	1668	1125	30	152	2975
7304	JENEPONTO	730401	BANGKALA	7304012007	PUNAGAYA	2163	1252	2114	1091	24	186	3415
7304	JENEPONTO	730401	BANGKALA	7304012008	MALLASORO	2600	1779	2689	1456	20	214	4379
7304	JENEPONTO	730401	BANGKALA	7304012009	KAPITA	3186	2098	2790	2246	34	214	5284
7304	JENEPONTO	730401	BANGKALA	7304012010	MARAYOKA	1678	1289	1639	1206	43	79	2967
7304	JENEPONTO	730401	BANGKALA	7304012011	JENETALLASA	2330	1700	2069	1841	17	103	4030
7304	JENEPONTO	730401	BANGKALA	7304012012	TOMBO-TOMBOLO	1755	1287	1678	1225	22	117	3042
7304	JENEPONTO	730401	BANGKALA	7304012013	GUNUNG SILANU	1802	1289	1735	1225	28	103	3091
7304	JENEPONTO	730401	BANGKALA	7304012014	BONTOMANAI	1739	1139	1712	1027	30	109	2878
7304	JENEPONTO	730402	TAMALATEA	7304021001	BONTOTANG	3107	2043	3161	1836	17	136	5150
7304	JENEPONTO	730402	TAMALATEA	7304021002	TONROKASSI	2432	1571	2309	1492	27	175	4003
7304	JENEPONTO	730402	TAMALATEA	7304021003	TONROKASSI BARAT	1449	887	1376	830	16	114	2336
7304	JENEPONTO	730402	TAMALATEA	7304021004	TONROKASSI TIMUR	1626	1024	1623	893	9	125	2650
7304	JENEPONTO	730402	TAMALATEA	7304021005	TAMAN ROY	1333	1037	1417	796	27	130	2370
7304	JENEPONTO	730402	TAMALATEA	7304021006	MANJANGLOE	721	436	659	449	4	45	1157
7304	JENEPONTO	730402	TAMALATEA	7304022007	BORONGTAL	1358	887	1353	798	16	78	2245
7304	JENEPONTO	730402	TAMALATEA	7304022008	BONTOSUNGGU	1857	1129	1648	1235	16	87	2986
7304	JENEPONTO	730402	TAMALATEA	7304022009	TURATEA	1068	652	978	662	9	71	1720
7304	JENEPONTO	730402	TAMALATEA	7304022010	KARELAYU	847	557	752	545	23	84	1404
7304	JENEPONTO	730402	TAMALATEA	7304022011	BONTOJAI	1061	731	1092	633	4	63	1792
7304	JENEPONTO	730402	TAMALATEA	7304022012	TURATEA TIMUR	1043	627	1043	563	12	52	1670
7304	JENEPONTO	730403	BINAMU	7304031001	PABIRINGA	2406	1805	2587	1440	22	162	4211
7304	JENEPONTO	730403	BINAMU	7304031002	BALANG	2460	1858	2638	1539	13	128	4318
7304	JENEPONTO	730403	BINAMU	7304031003	EMPOANG	4293	3275	4580	2725	33	230	7568
7304	JENEPONTO	730403	BINAMU	7304031004	BALANG TOA	1670	1308	1772	1056	14	136	2978
7304	JENEPONTO	730403	BINAMU	7304031005	BALANG BERU	1723	1389	1794	1186	12	120	3112
7304	JENEPONTO	730403	BINAMU	7304031006	EMPOANG SELATAN	1905	1348	1850	1270	12	121	3253
7304	JENEPONTO	730403	BINAMU	7304031007	SIDENRE	1346	1068	1389	894	9	122	2414
7304	JENEPONTO	730403	BINAMU	7304031008	EMPOANG UTARA	1916	1700	1870	1571	9	166	3616
7304	JENEPONTO	730403	BINAMU	7304031009	MONRO-MONRO	1027	768	1044	676	7	68	1795
7304	JENEPONTO	730403	BINAMU	7304031010	BIRINGKASSI	1491	1065	1512	926	5	113	2556
7304	JENEPONTO	730403	BINAMU	7304031011	PANAIKANG	866	689	969	534	3	49	1555
7304	JENEPONTO	730403	BINAMU	7304031012	SAPANANG	562	390	605	304	1	42	952
7304	JENEPONTO	730403	BINAMU	7304032013	BONTOA	1510	1261	1505	1145	14	107	2771
7304	JENEPONTO	730404	BATANG	7304041001	TOGO-TOGO	2351	2162	2487	1781	13	232	4513
7304	JENEPONTO	730404	BATANG	7304041002	BONTORAYA	469	414	478	366	3	36	883
7304	JENEPONTO	730404	BATANG	7304042003	MACCINIBAJI	1692	1486	1711	1328	9	130	3178
7304	JENEPONTO	730404	BATANG	7304042008	CAMBA-CAMBA	1120	874	1174	762	3	55	1994
7304	JENEPONTO	730404	BATANG	7304042009	KALUKU	706	590	753	493	2	48	1296
7304	JENEPONTO	730404	BATANG	7304042014	BUNGENG	1193	832	1256	689	5	75	2025
7304	JENEPONTO	730405	KELARA	7304051001	TOLO	2452	1858	2624	1529	19	138	4310
7304	JENEPONTO	730405	KELARA	7304051002	TOLO UTARA	1631	1132	1527	1102	23	111	2763
7304	JENEPONTO	730405	KELARA	7304051003	TOLO SELATAN	802	647	810	569	13	57	1449
7304	JENEPONTO	730405	KELARA	7304051004	TOLO TIMUR	1392	1178	1351	1044	12	163	2570
7304	JENEPONTO	730405	KELARA	7304051005	TOLO BARAT	940	715	952	626	8	69	1655
7304	JENEPONTO	730405	KELARA	7304052006	GANTARANG	505	337	481	334	3	24	842
7304	JENEPONTO	730405	KELARA	7304052009	BONTOLEBANG	409	271	396	265	2	17	680
7304	JENEPONTO	730405	KELARA	7304052010	BONTO NOMPO	588	498	507	523	2	54	1086
7304	JENEPONTO	730405	KELARA	7304052014	SAMATARING	412	305	397	297	2	21	717
7304	JENEPONTO	730405	KELARA	7304052021	TOMBO-TOMBOLO	580	437	527	451	7	32	1017
7304	JENEPONTO	730406	BANGKALA BARAT	7304061002	BULUJAYA	3362	2184	3191	2149	35	171	5546
7304	JENEPONTO	730406	BANGKALA BARAT	7304062001	BANRIMANURUNG	1666	1184	1752	943	37	118	2850
7304	JENEPONTO	730406	BANGKALA BARAT	7304062003	BARANA	2295	1486	2064	1508	34	175	3781
7304	JENEPONTO	730406	BANGKALA BARAT	7304062004	BEROANGIN	2056	1149	1831	1153	75	146	3205
7304	JENEPONTO	730406	BANGKALA BARAT	7304062005	TUJU	1839	1266	1837	1061	32	175	3105
7304	JENEPONTO	730406	BANGKALA BARAT	7304062006	GARASSIKANG	1126	756	1140	635	13	94	1882
7304	JENEPONTO	730406	BANGKALA BARAT	7304062007	PATTIRO	770	501	753	446	8	64	1271
7304	JENEPONTO	730406	BANGKALA BARAT	7304062008	PAPPALLUANG	831	537	750	563	21	34	1368
7304	JENEPONTO	730407	BONTORAMBA	7304071002	BONTORAMBA	1000	645	888	664	11	82	1645
7304	JENEPONTO	730407	BONTORAMBA	7304072001	BULUSIBATANG	898	646	797	642	36	69	1544
7304	JENEPONTO	730407	BONTORAMBA	7304072003	BALUMBUNGANG	687	451	568	514	11	45	1138
7304	JENEPONTO	730407	BONTORAMBA	7304072004	BANGKALALOE	1041	649	919	681	8	82	1690
7304	JENEPONTO	730407	BONTORAMBA	7304072005	DATARA	1292	748	929	1018	11	82	2040
7304	JENEPONTO	730407	BONTORAMBA	7304072006	MAERO	820	560	807	522	4	47	1380
7304	JENEPONTO	730407	BONTORAMBA	7304072007	KARELOE	882	549	665	687	18	61	1431
7304	JENEPONTO	730407	BONTORAMBA	7304072008	BATUJALA	1443	776	1106	1011	23	79	2219
7304	JENEPONTO	730407	BONTORAMBA	7304072009	BULUSUKA	1010	628	801	756	12	69	1638
7304	JENEPONTO	730407	BONTORAMBA	7304072010	TANAMMAWANG	739	492	686	493	19	33	1231
7304	JENEPONTO	730407	BONTORAMBA	7304072011	LENTU	900	571	844	552	14	61	1471
7304	JENEPONTO	730407	BONTORAMBA	7304072012	BARAYA	1409	912	1292	898	20	111	2321
7304	JENEPONTO	730408	TURATEA	7304082001	PAITANA	2069	1502	2158	1289	16	108	3571
7304	JENEPONTO	730408	TURATEA	7304082002	BONTOMATENE	1834	1252	1792	1156	12	126	3086
7304	JENEPONTO	730408	TURATEA	7304082003	MANGEPONG	1330	1059	1186	1156	3	44	2389
7304	JENEPONTO	730408	TURATEA	7304082004	BULULOE	2093	1316	1969	1325	19	96	3409
7304	JENEPONTO	730408	TURATEA	7304082005	KAYULOE	1374	1047	1399	921	5	96	2421
7304	JENEPONTO	730408	TURATEA	7304082006	LANGKURA	1365	894	1242	925	15	77	2259
7304	JENEPONTO	730408	TURATEA	7304082007	BUNGUNGLOE	1683	1155	1561	1172	10	95	2838
7304	JENEPONTO	730408	TURATEA	7304082008	KAYULOE TIMUR	677	499	688	424	8	56	1176
7304	JENEPONTO	730408	TURATEA	7304082009	JOMBE	1152	872	1251	683	7	83	2024
7304	JENEPONTO	730408	TURATEA	7304082010	TANJONGA	1082	609	1022	621	5	43	1691
7304	JENEPONTO	730408	TURATEA	7304082011	PA'RASANGAN BERU	710	519	683	498	4	44	1229
7304	JENEPONTO	730409	ARUNGKEKE	7304092001	BULO-BULO	1291	917	1344	727	9	128	2208
7304	JENEPONTO	730409	ARUNGKEKE	7304092002	ARUNGKEKE	1957	1323	1976	1150	12	142	3280
7304	JENEPONTO	730409	ARUNGKEKE	7304092003	PALAJAU	1550	990	1614	806	4	116	2540
7304	JENEPONTO	730409	ARUNGKEKE	7304092004	BORONG LAMU	783	582	816	480	4	65	1365
7304	JENEPONTO	730409	ARUNGKEKE	7304092005	ARUNGKEKE PALLANT	1226	1008	1353	794	10	77	2234
7304	JENEPONTO	730409	ARUNGKEKE	7304092006	KALUMPANG LOE	925	566	870	564	2	55	1491
7304	JENEPONTO	730409	ARUNGKEKE	7304092007	KAMPALA	1096	685	1089	604	3	85	1781
7304	JENEPONTO	730410	RUMBIA	7304102001	RUMBIA	1080	962	1064	899	3	76	2042
7304	JENEPONTO	730410	RUMBIA	7304102002	LEBANGMANAI	517	446	524	389	6	44	963
7304	JENEPONTO	730410	RUMBIA	7304102003	BONTOMANAI	697	408	626	446	4	29	1105
7304	JENEPONTO	730410	RUMBIA	7304102004	BONTOTIRO	329	242	311	240	3	17	571
7304	JENEPONTO	730410	RUMBIA	7304102005	LOKA	301	216	241	240	2	34	517
7304	JENEPONTO	730410	RUMBIA	7304102006	TOMPOBULU	352	241	353	228	4	8	593
7304	JENEPONTO	730410	RUMBIA	7304102007	KASSI	296	199	288	192	3	12	495
7304	JENEPONTO	730410	RUMBIA	7304102008	PALLANTIKANG	650	528	626	487	6	59	1178
7304	JENEPONTO	730410	RUMBIA	7304102009	LEBANGMANAI UTARA	259	239	246	238	1	13	498
7304	JENEPONTO	730410	RUMBIA	7304102010	BONTOCINI	459	371	436	373	0	21	830
7304	JENEPONTO	730410	RUMBIA	7304102011	JENETALLASA	986	1006	1009	916	0	67	1992
7304	JENEPONTO	730410	RUMBIA	7304102012	UJUNGBULU	596	433	582	422	3	22	1029
7304	JENEPONTO	730411	TAROWANG	7304112001	PAO	941	755	911	694	5	86	1696
7304	JENEPONTO	730411	TAROWANG	7304112002	BONTORAPPO	1345	1218	1234	1211	16	102	2563
7304	JENEPONTO	730411	TAROWANG	7304112003	TAROWANG	453	365	478	299	3	38	818
7304	JENEPONTO	730411	TAROWANG	7304112004	ALLU TAROWANG	701	628	699	567	7	56	1329
7304	JENEPONTO	730411	TAROWANG	7304112005	BALANG BARU	945	766	961	686	5	59	1711
7304	JENEPONTO	730411	TAROWANG	7304112006	BALANGLOE TAROWANG	736	517	719	486	6	42	1253
7304	JENEPONTO	730411	TAROWANG	7304112007	BONTO UJUNG	568	475	574	419	3	47	1043
7304	JENEPONTO	730411	TAROWANG	7304112008	TINO	653	509	662	465	6	29	1162
7305	TAKALAR	730501	MAPPAKASUNGGU	7305011001	TAKALAR	2151	2273	2463	1792	20	149	4424
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012003	PATANI	1099	1329	1318	1003	4	103	2428
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012005	SANROBONE	1	0	0	1	0	0	1
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012007	MATTIROBAJI	1640	1789	1893	1424	8	104	3429
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012008	MACCINIBAJI	1907	1917	2181	1566	8	69	3824
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012009		395	451	442	368	4	32	846
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012010		723	749	774	633	2	63	1472
7305	TAKALAR	730502	MANGARA BOMBANG	7305022001	LENGKESE	1727	1880	1826	1631	11	139	3607
7305	TAKALAR	730502	MANGARA BOMBANG	7305022002	MANGADU	1584	1734	1716	1468	22	112	3318
7305	TAKALAR	730502	MANGARA BOMBANG	7305022003	TOPEJAWA	1809	1988	1995	1658	8	136	3797
7305	TAKALAR	730502	MANGARA BOMBANG	7305022004	LAKATONG	1285	1500	1477	1164	5	139	2785
7305	TAKALAR	730502	MANGARA BOMBANG	7305022005	LAIKANG	2545	2673	2610	2423	27	158	5218
7305	TAKALAR	730502	MANGARA BOMBANG	7305022006	PANYANGKALANG	1365	1470	1386	1323	16	110	2835
7305	TAKALAR	730502	MANGARA BOMBANG	7305022007	BANGGAE	1773	1844	1939	1501	5	172	3617
7305	TAKALAR	730502	MANGARA BOMBANG	7305022008	BONTOMANAI	2292	2397	2355	2137	13	184	4689
7305	TAKALAR	730502	MANGARA BOMBANG	7305022009	BONTOPARANG	1220	1319	1275	1162	14	88	2539
7305	TAKALAR	730502	MANGARA BOMBANG	7305022010	PATTOPPAKANG	1386	1509	1556	1217	13	109	2895
7305	TAKALAR	730502	MANGARA BOMBANG	7305022011	PUNAGA	1108	1192	1202	1007	7	84	2300
7305	TAKALAR	730502	MANGARA BOMBANG	7305022012	CIKOWANG	1517	1735	1779	1273	23	177	3252
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305031001	PA'BUNDUKANG	1091	1191	1163	1018	5	96	2282
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305031002	PATTE'NE	1442	1726	1532	1462	10	164	3168
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305031003	BONTOKADATTO	2968	3199	2932	2941	29	265	6167
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305031004	CANREGO	1357	1552	1471	1280	16	142	2909
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305032001		1624	1828	1677	1583	21	171	3452
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305032002		1741	1919	1600	1888	13	159	3660
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305032003		2038	2266	1975	2124	16	189	4304
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305032004		1804	1863	1669	1853	13	132	3667
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041001	PANRANNUANGKU	1823	1963	1971	1592	28	195	3786
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041002	MANNONGKOKI	2026	2273	2161	1920	23	195	4299
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041003	MALEWANG	1908	1968	2058	1623	13	182	3876
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041004	PALLEKO	1702	1843	1738	1645	21	141	3545
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041005	MATTOMPODALLE	1503	1502	1441	1466	15	83	3005
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041006	PARANG LUARA	1018	1039	889	1070	18	80	2057
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042001		2421	2634	2116	2644	48	247	5055
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042002		1226	1260	928	1422	24	112	2486
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042003		1431	1476	1329	1425	17	136	2907
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042004		1440	1430	1276	1472	24	98	2870
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042005		1519	1629	1302	1730	20	96	3148
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042006		1802	1926	1748	1799	26	155	3728
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042007	LASSANG	1349	1350	1215	1382	10	92	2699
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042008	KAMPUNG BERU	1811	1982	1728	1892	19	154	3793
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042009	PA_RAPPUNGANTA	800	802	684	837	10	71	1602
7305	TAKALAR	730505	GALESONG SELATAN	7305052006	BONTOKANANG	2012	2198	2106	1919	15	170	4210
7305	TAKALAR	730505	GALESONG SELATAN	7305052007	BONTO MARANNU	1709	1878	1800	1541	11	235	3587
7305	TAKALAR	730505	GALESONG SELATAN	7305052008	MANGINDARA	1158	1272	1180	1143	1	106	2430
7305	TAKALAR	730505	GALESONG SELATAN	7305052009	BONTO KASSI	1574	1710	1731	1416	11	126	3284
7305	TAKALAR	730505	GALESONG SELATAN	7305052011	BENTANG	1422	1538	1498	1315	7	140	2960
7305	TAKALAR	730505	GALESONG SELATAN	7305052012	BARAMAMASE	1158	1245	1148	1153	8	94	2403
7305	TAKALAR	730505	GALESONG SELATAN	7305052013	SAWAKONG	1576	1681	1724	1354	5	174	3257
7305	TAKALAR	730505	GALESONG SELATAN	7305052017		1116	1205	1170	1042	7	102	2321
7305	TAKALAR	730505	GALESONG SELATAN	7305052018		624	686	635	613	7	55	1310
7305	TAKALAR	730506	GALESONG UTARA	7305062001	PAKKABBA	1708	1776	1722	1600	18	144	3484
7305	TAKALAR	730506	GALESONG UTARA	7305062002	BONTO LANRA	2398	2461	2390	2247	27	195	4859
7305	TAKALAR	730506	GALESONG UTARA	7305062003	AENG BATU-BATU	2568	2677	2690	2320	23	212	5245
7305	TAKALAR	730506	GALESONG UTARA	7305062004	BONTOLEBANG	2669	2770	2621	2562	14	242	5439
7305	TAKALAR	730506	GALESONG UTARA	7305062005	TAMALATE	3387	3395	3562	2946	34	240	6782
7305	TAKALAR	730506	GALESONG UTARA	7305062006	TAMASAJU	2444	2542	2560	2276	7	143	4986
7305	TAKALAR	730506	GALESONG UTARA	7305062007	BONTO SUNGGU	2542	2460	2480	2310	27	186	5003
7305	TAKALAR	730506	GALESONG UTARA	7305062008	PARASANGANG BERU	567	585	648	460	3	41	1152
7305	TAKALAR	730507	PATTALLASSANG	7305071001	PATTALLASSANG	3255	3505	3529	2986	29	216	6760
7305	TAKALAR	730507	PATTALLASSANG	7305071002	PALLANTIKANG	2270	2462	2434	2092	18	188	4732
7305	TAKALAR	730507	PATTALLASSANG	7305071003	SOMBALA BELLA	3489	3830	3907	3131	20	261	7319
7305	TAKALAR	730507	PATTALLASSANG	7305071004	KALABBIRANG	3185	3354	3416	2947	19	157	6539
7305	TAKALAR	730507	PATTALLASSANG	7305071005	MARADEKAYA	1343	1508	1432	1286	8	125	2851
7305	TAKALAR	730507	PATTALLASSANG	7305071006	PAPPA	1423	1441	1469	1250	7	138	2864
7305	TAKALAR	730507	PATTALLASSANG	7305071007	BAJENG	3158	3306	3440	2848	23	153	6464
7305	TAKALAR	730507	PATTALLASSANG	7305071008	SABINTANG	999	1077	1095	862	8	111	2076
7305	TAKALAR	730507	PATTALLASSANG	7305072003		1	1	0	1	0	1	2
7305	TAKALAR	730507	PATTALLASSANG	7305072008		1	0	0	1	0	0	1
7305	TAKALAR	730508	SANROBONE	7305082001	SANROBONE	1323	1450	1507	1161	11	94	2773
7305	TAKALAR	730508	SANROBONE	7305082002	BANYUANYARA	1515	1610	1704	1303	14	104	3125
7305	TAKALAR	730508	SANROBONE	7305082003	LAGARUDA	1685	1819	1884	1488	5	127	3504
7305	TAKALAR	730508	SANROBONE	7305082004	PADDINGING	2253	2604	2572	2081	15	189	4857
7305	TAKALAR	730508	SANROBONE	7305082005	UJUNG BAJI	456	461	511	385	0	21	917
7305	TAKALAR	730508	SANROBONE	7305082009	TONASA	0	1	1	0	0	0	1
7305	TAKALAR	730509	GALESONG	7305092001		1961	2008	2032	1785	13	139	3969
7305	TAKALAR	730509	GALESONG	7305092002		2014	2197	2126	1859	16	210	4211
7305	TAKALAR	730509	GALESONG	7305092003		2301	2282	2333	2078	23	149	4583
7305	TAKALAR	730509	GALESONG	7305092004		1022	1121	1022	1011	13	97	2143
7305	TAKALAR	730509	GALESONG	7305092005		2127	2166	2111	1965	26	191	4293
7305	TAKALAR	730509	GALESONG	7305092006		1338	1380	1275	1346	6	91	2718
7305	TAKALAR	730509	GALESONG	7305092007		1506	1640	1463	1540	14	129	3146
7305	TAKALAR	730509	GALESONG	7305092008		1112	1113	1132	986	13	94	2225
7305	TAKALAR	730509	GALESONG	7305092009		922	966	869	955	7	57	1888
7305	TAKALAR	730509	GALESONG	7305092010		2822	2955	2932	2607	18	220	5777
7305	TAKALAR	730509	GALESONG	7305092011		1867	1862	1773	1798	14	144	3729
7305	TAKALAR	730509	GALESONG	7305092012		711	701	644	725	4	39	1412
7306	GOWA	730601	BONTONOMPO	7306011001	BONTONOMPO	2054	2188	2071	2019	24	128	4242
7306	GOWA	730601	BONTONOMPO	7306011002	TAMALLAYANG	2643	2708	2649	2464	35	203	5351
7306	GOWA	730601	BONTONOMPO	7306011003	KALASERENA	1596	1618	1609	1462	37	106	3214
7306	GOWA	730601	BONTONOMPO	7306012004	BONTOLANGKASA UTARA	1434	1501	1525	1271	21	118	2935
7306	GOWA	730601	BONTONOMPO	7306012005	BONTOLANGKASA SELATAN	1604	1721	1666	1514	15	130	3325
7306	GOWA	730601	BONTONOMPO	7306012006	BAREMBENG	1703	1834	1757	1568	31	181	3537
7306	GOWA	730601	BONTONOMPO	7306012015	MANJAPAI	1499	1566	1603	1299	19	144	3065
7306	GOWA	730601	BONTONOMPO	7306012016	BONTOBIRAENG	823	868	818	804	14	55	1691
7306	GOWA	730601	BONTONOMPO	7306012017	ROMANGLASA	1130	1133	1103	1033	20	107	2263
7306	GOWA	730601	BONTONOMPO	7306012018	KALEBAREMBENG	955	1041	941	983	12	60	1996
7306	GOWA	730601	BONTONOMPO	7306012019	KATANGKA	764	842	804	719	7	76	1606
7306	GOWA	730601	BONTONOMPO	7306012020	BATEGULUNG	810	883	863	772	10	48	1693
7306	GOWA	730601	BONTONOMPO	7306012021	BONTOBIRAENG SELATAN	1729	1904	1785	1626	20	202	3633
7306	GOWA	730601	BONTONOMPO	7306012022	BULOGADING	1433	1452	1403	1336	10	136	2885
7306	GOWA	730602	BAJENG	7306021001	KALEBAJENG	2132	2154	2216	1935	23	112	4286
7306	GOWA	730602	BAJENG	7306021002	LIMBUNG	2445	2556	2410	2387	43	161	5001
7306	GOWA	730602	BAJENG	7306021017		1493	1447	1376	1472	14	78	2940
7306	GOWA	730602	BAJENG	7306021018		2223	2259	2131	2191	29	131	4482
7306	GOWA	730602	BAJENG	7306022003	BONTOSUNGGU	3366	3365	3333	3186	38	174	6731
7306	GOWA	730602	BAJENG	7306022006	MACCINIBAJI	2240	2325	2168	2208	36	153	4565
7306	GOWA	730602	BAJENG	7306022007	PABENTENGAN	2472	2470	2215	2540	34	153	4942
7306	GOWA	730602	BAJENG	7306022009	TANGKEBAJENG	1704	1632	1500	1735	11	90	3336
7306	GOWA	730602	BAJENG	7306022010	MARADEKAYA	2905	2948	2841	2813	27	172	5853
7306	GOWA	730602	BAJENG	7306022011	PANCIRO	3349	3237	3466	2915	41	164	6586
7306	GOWA	730602	BAJENG	7306022012	LEMPANGANG	1953	1987	1811	1957	21	151	3940
7306	GOWA	730602	BAJENG	7306022013	BONE	2647	2632	2435	2587	43	214	5279
7306	GOWA	730602	BAJENG	7306022015	PANYANGKALANG	2715	2700	2710	2485	39	181	5415
7306	GOWA	730602	BAJENG	7306022019	TUBAJENG	1335	1404	1234	1384	17	104	2739
7306	GOWA	730603	TOMPOBULU	7306031001	MALAKAJI	1916	2064	1867	1893	26	194	3980
7306	GOWA	730603	TOMPOBULU	7306031002	CIKORO	1802	1685	1693	1647	21	126	3487
7306	GOWA	730603	TOMPOBULU	7306032003	GARING	1742	1820	1498	1896	25	143	3562
7306	GOWA	730603	TOMPOBULU	7306032004	DATARA	1633	1734	1414	1767	36	150	3367
7306	GOWA	730603	TOMPOBULU	7306032005	RAPPOLEMBA	1904	1734	1634	1829	8	167	3638
7306	GOWA	730603	TOMPOBULU	7306032006	RAPPOALA	1341	1266	1069	1428	21	89	2607
7306	GOWA	730603	TOMPOBULU	7306032007	TANETE	1818	1829	1703	1805	23	116	3647
7306	GOWA	730603	TOMPOBULU	7306032008	BONTOBUDDUNG	1089	1068	921	1131	13	92	2157
7306	GOWA	730604	TINGGIMONCONG	7306041001	MALINO	3684	3713	3884	3228	85	200	7397
